Talk_ID,Speaker,Topic,Source_Url,Video_Description,Staged_At,Video_Duration,Date_Created(mm/yyyy),Publised_On,Total_Views
2111,Kitra Cahana,"My father, locked in his body but soaring free",http://www.ted.com/talks/view/id/2111,"In 2011 Ronnie Cahana suffered a severe stroke that left him with locked-in syndrome: completely paralyzed except for his eyes. While this might shatter a normal personâ€™s mental state, Cahana found peace in ""dimming down the external chatter,"" and ""fell in love with life and body anew."" In a somber, emotional talk, his daughter Kitra shares how she documented her father's spiritual experience, as he helped guide others even in a state of seeming helplessness.",TEDMED 2014,0:12:38,9/2014,10/17/14,13.91170762
1163,Jack Horner,Building a dinosaur from a chicken,http://www.ted.com/talks/view/id/1163,"Renowned paleontologist Jack Horner has spent his career trying to reconstruct a dinosaur. He's found fossils with extraordinarily well-preserved blood vessels and soft tissues, but never intact DNA. So, in a new approach, he's taking living descendants of the dinosaur (chickens) and genetically engineering them to reactivate ancestral traits -- including teeth, tails, and even hands -- to make a ""Chickenosaurus"".",TED2011,0:16:36,3/2011,6/7/11,14.69582628
805,Robert Gupta,"Music is medicine, music is sanity",http://www.ted.com/talks/view/id/805,"Robert Gupta, violinist with the LA Philharmonic, talks about a violin lesson he once gave to a brilliant, schizophrenic musician -- and what he learned. Called back onstage later, Gupta plays his own transcription of the prelude from Bach's Cello Suite No. 1.",TED2010,0:09:26,2/2010,3/26/10,13.95294283
1790,Dong Woo Jang,The art of bow-making,http://www.ted.com/talks/view/id/1790,"Dong Woo Jang has an unusual after school hobby. Jang, who was 15 when he gave the talk, tells the story of how living in the concrete jungle of Seoul inspired him to build the perfect bow. Watch him demo one of his beautiful hand-crafted archer's bows.",TED2013,0:08:28,2/2013,11/1/13,14.63506041
1131,Harvey Fineberg,Are we ready for neo-evolution?,http://www.ted.com/talks/view/id/1131,"Medical ethicist Harvey Fineberg shows us three paths forward for the ever-evolving human species: to stop evolving completely, to evolve naturally -- or to control the next steps of human evolution, using genetic modification, to make ourselves smarter, faster, better. Neo-evolution is within our grasp. What will we do with it?",TED2011,0:17:21,3/2011,4/25/11,13.83058437
1854,Xavier Vilalta,Architecture at home in its community,http://www.ted.com/talks/view/id/1854,"When TED Fellow Xavier Vilalta was commissioned to create a multistory shopping mall in Addis Ababa, he panicked. Other centers represented everything he hated about contemporary architecture: wasteful, glass towers requiring tons of energy whose design had absolutely nothing to do with Africa. In this charming talk, Vilalta shows how he champions an alternative approach: to harness nature, reference design tradition and create beautiful, modern, iconic buildings fit for a community.",TEDGlobal 2013,0:07:44,6/2013,10/25/13,13.80753282
807,Kevin Bales,How to combat modern slavery,http://www.ted.com/talks/view/id/807,"In this moving yet pragmatic talk, Kevin Bales explains the business of modern slavery, a multibillion-dollar economy that underpins some of the worst industries on earth. He shares stats and personal stories from his on-the-ground research -- and names the price of freeing every slave on earth right now.",TED2010,0:18:01,2/2010,3/29/10,13.6332486
1807,Saki Mafundikwa,Ingenuity and elegance in ancient African alphabets,http://www.ted.com/talks/view/id/1807,"From simple alphabets to secret symbolic languages, graphic designer Saki Mafundikwa celebrates the many forms of written communication across the continent of Africa. He highlights the history and legacy that are embodied in written words and symbols, and urges African designers to draw on these graphic forms for fresh inspiration. It's summed up in his favorite Ghanaian glyph, Sankofa, which means ""return and get it"" -- or ""learn from the past.""",TED2013,0:08:10,2/2013,8/7/13,13.48009237
1655,Tyler DeWitt,Hey science teachers -- make it fun,http://www.ted.com/talks/view/id/1655,"High school science teacher Tyler DeWitt was ecstatic about his new lesson plan on bacteria (how cool!) -- and devastated when his students hated it. The problem was the textbook: it was impossible to understand. He delivers a rousing call for science teachers to ditch the jargon and extreme precision, and instead make science sing through stories and demonstrations.",TEDxBeaconStreet,0:11:20,11/2012,2/5/13,14.18085065
321,Robert Lang,The math and magic of origami,http://www.ted.com/talks/view/id/321,"Robert Lang is a pioneer of the newest kind of origami -- using math and engineering principles to fold mind-blowingly intricate designs that are beautiful and, sometimes, very useful.",TED2008,0:15:53,2/2008,7/30/08,14.57439023
239,David Hoffman,Sputnik mania,http://www.ted.com/talks/view/id/239,"Filmmaker David Hoffman shares footage from his feature-length documentary Sputnik Mania, which shows how the Soviet Union's launch of Sputnik in 1957 led to both the space race and the arms race -- and jump-started science and math education around the world.",TED2007,0:03:50,3/2007,4/2/08,12.61657836
2493,Alice Rawsthorn,"Pirates, nurses and other rebel designers",http://www.ted.com/talks/view/id/2493,"In this ode to design renegades, Alice Rawsthorn highlights the work of unlikely heroes, from Blackbeard to Florence Nightingale. Drawing a line from these bold thinkers to some early modern visionaries like Buckminster Fuller, Rawsthorn shows how the greatest designers are often the most rebellious.",TED2016,0:11:44,2/2016,5/3/16,13.71063326
2479,Mary Norris,The nit-picking glory of The New Yorker's Comma Queen,http://www.ted.com/talks/view/id/2479,"""Copy editing for The New Yorker is like playing shortstop for a Major League Baseball team -- every little movement gets picked over by the critics,"" says Mary Norris, who has played the position for more than thirty years. In that time, she's gotten a reputation for sternness and for being a ""comma maniac,"" but this is unfounded, she says. Above all, her work is aimed at one thing: making authors look good. Explore The New Yorker's distinctive style with the person who knows it best in this charming talk.",TED2016,0:09:49,2/2016,4/15/16,13.84856615
142,Alan Russell,The potential of regenerative medicine,http://www.ted.com/talks/view/id/142,"Alan Russell studies regenerative medicine -- a breakthrough way of thinking about disease and injury, using a process that can signal the body to rebuild itself.",TED2006,0:19:25,2/2006,7/4/07,14.1424619
331,Paul Rothemund,"DNA folding, in detail",http://www.ted.com/talks/view/id/331,"In 2007, Paul Rothemund gave TED a short summary of his specialty, DNA folding. Now he lays out in clear, abundant detail the immense promise of this field -- to create tiny machines that assemble themselves.",TED2008,0:16:24,2/2008,9/2/08,13.06077517
1923,Clayton Cameron,A-rhythm-etic. The math behind the beats,http://www.ted.com/talks/view/id/1923,Ready to dance in your seat? Drummer Clayton Cameron breaks down different genres of music--from R&B to Latin to pop--by their beats. A talk that proves hip hop and jazz aren't cooler than math--they simply rely on it.,TEDYouth 2013,0:05:57,11/2013,3/11/14,
1537,Bahia Shehab,A thousand times no,http://www.ted.com/talks/view/id/1537,"Art historian Bahia Shehab has long been fascinated with the Arabic script for 'no.' When revolution swept through Egypt in 2011, she began spraying the image in the streets saying no to dictators, no to military rule and no to violence.",TEDGlobal 2012,0:05:56,6/2012,9/28/12,13.82393001
49,Joshua Prince-Ramus,Behind the design of Seattle's library,http://www.ted.com/talks/view/id/49,"Architect Joshua Prince-Ramus takes the audience on dazzling, dizzying virtual tours of three recent projects: the Central Library in Seattle, the Museum Plaza in Louisville and the Charles Wyly Theater in Dallas.",TED2006,0:19:58,2/2006,7/10/06,13.75066906
1813,Steve Ramirez and Xu Liu,A mouse. A laser beam. A manipulated memory.,http://www.ted.com/talks/view/id/1813,"Can we edit the content of our memories? It's a sci-fi-tinged question that Steve Ramirez and Xu Liu are asking in their lab at MIT. Essentially, the pair shoot a laser beam into the brain of a living mouse to activate and manipulate its memory. In this unexpectedly amusing talk they share not only how, but -- more important -- why they do this.",TEDxBoston,0:15:25,6/2013,8/15/13,13.85187238
2143,Ben Saunders,To the South Pole and back -- the hardest 105 days of my life,http://www.ted.com/talks/view/id/2143,"This year, explorer Ben Saunders attempted his most ambitious trek yet. He set out to complete Captain Robert Falcon Scottâ€™s failed 1912 polar expedition -- a four-month, 1,800-mile round trip journey from the edge of Antarctica to the South Pole and back. In the first talk given after his adventure, just five weeks after his return, Saunders offers a raw, honest look at this ""hubris"" -tinged mission that brought him to the most difficult decision of his life.",TED2014,0:17:04,3/2014,12/2/14,13.85323785
115,Rachelle Garniez,"""La Vie en Rose""",http://www.ted.com/talks/view/id/115,"Featuring the vocals and mischievous bell-playing of accordionist and singer Rachelle Garniez, the TED House Band -- led by Thomas Dolby on keyboard -- delivers this delightful rendition of the Edith Piaf standard ""La Vie en Rose.""",TED2004,0:03:21,2/2004,4/16/07,12.99116754
673,Jackie Tabick,The balancing act of compassion,http://www.ted.com/talks/view/id/673,"While we all agree that compassion is a great idea, Rabbi Tabick acknowledges there are challenges to its execution. She explains how a careful balance of compassion and justice allows us to do good deeds, and keep our sanity.",TEDSalon 2009 Compassion,0:15:46,8/2008,10/31/08,12.05009697
863,Craig Venter,"Watch me unveil ""synthetic life""",http://www.ted.com/talks/view/id/863,"Craig Venter and team make a historic announcement: they've created the first fully functioning, reproducing cell controlled by synthetic DNA. He explains how they did it and why the achievement marks the beginning of a new era for science.",TED in the Field,0:18:17,3/2010,5/21/10,13.89060968
